time,d,rssi
1650977607.0,1.0,56.0
1650977608.0,6.0,73.0
1650977608.0,9.0,80.0
1650977609.0,1.0,59.0
1650977609.0,3.0,65.0
1650977610.0,1.0,59.0
1650977611.0,6.0,82.0
1650977611.0,9.0,79.0
1650977612.0,3.0,73.0
1650977614.0,1.0,55.0
1650977614.0,9.0,83.0
1650977614.0,3.0,62.0
1650977614.0,9.0,82.0
1650977616.0,6.0,73.0
1650977616.0,1.0,61.0
1650977616.0,6.0,83.0
1650977616.0,1.0,63.0
1650977617.0,3.0,67.0
1650977618.0,1.0,62.0
1650977619.0,6.0,83.0
1650977620.0,1.0,67.0
1650977620.0,9.0,80.0
1650977621.0,3.0,66.0
1650977622.0,6.0,82.0
1650977622.0,1.0,59.0
1650977623.0,6.0,82.0
1650977623.0,3.0,66.0
1650977624.0,1.0,64.0
1650977624.0,3.0,66.0
1650977625.0,6.0,73.0
1650977625.0,9.0,82.0
1650977626.0,3.0,68.0
1650977626.0,6.0,72.0
1650977626.0,1.0,61.0
1650977626.0,3.0,63.0
1650977627.0,6.0,81.0
1650977627.0,9.0,82.0
1650977628.0,9.0,81.0
1650977629.0,1.0,63.0
1650977629.0,3.0,67.0
1650977630.0,3.0,73.0
1650977631.0,6.0,83.0
1650977631.0,1.0,63.0
1650977631.0,3.0,67.0
1650977632.0,1.0,63.0
1650977633.0,6.0,83.0
1650977633.0,3.0,65.0
1650977635.0,6.0,87.0
1650977635.0,1.0,59.0
1650977635.0,9.0,79.0
1650977642.0,6.0,79.0
1650977643.0,1.0,55.0
1650977643.0,3.0,67.0
1650977652.0,1.0,51.0
1650977653.0,6.0,73.0
1650977654.0,3.0,68.0
1650977655.0,6.0,89.0
1650977655.0,1.0,59.0
1650977655.0,9.0,78.0
1650977656.0,3.0,68.0
1650977656.0,6.0,76.0
1650977656.0,9.0,83.0
1650977657.0,3.0,63.0
1650977658.0,6.0,76.0
1650977658.0,1.0,56.0
1650977659.0,3.0,65.0
1650977660.0,1.0,56.0
1650977661.0,6.0,82.0
1650977661.0,1.0,68.0
1650977662.0,3.0,67.0
1650977664.0,6.0,83.0
1650977664.0,1.0,63.0
1650977664.0,9.0,104.0
1650977665.0,3.0,66.0
1650977666.0,6.0,83.0
1650977666.0,1.0,59.0
1650977666.0,9.0,79.0
1650977667.0,3.0,66.0
1650977667.0,9.0,80.0
1650977668.0,1.0,65.0
1650977668.0,9.0,79.0
1650977670.0,3.0,70.0
1650977670.0,1.0,59.0
1650977671.0,6.0,83.0
1650977671.0,1.0,59.0
1650977671.0,9.0,79.0
1650977672.0,3.0,65.0
1650977673.0,6.0,73.0
1650977673.0,9.0,86.0
1650977674.0,1.0,55.0
1650977674.0,1.0,55.0
1650977675.0,3.0,63.0
1650977675.0,9.0,81.0
1650977676.0,1.0,63.0
1650977676.0,3.0,63.0
1650977677.0,6.0,89.0
1650977677.0,1.0,62.0
1650977679.0,1.0,68.0
1650977680.0,6.0,83.0
1650977681.0,9.0,79.0
1650977682.0,3.0,66.0
1650977683.0,6.0,83.0
1650977683.0,1.0,63.0
1650977684.0,3.0,65.0
1650977684.0,6.0,73.0
1650977685.0,3.0,68.0
1650977686.0,6.0,79.0
1650977687.0,3.0,76.0
1650977688.0,6.0,68.0
1650977688.0,1.0,66.0
1650977689.0,6.0,85.0
1650977689.0,3.0,68.0
1650977689.0,9.0,88.0
1650977691.0,1.0,58.0
1650977692.0,6.0,80.0
1650977692.0,3.0,67.0
1650977693.0,3.0,60.0
1650977693.0,9.0,75.0
1650977693.0,1.0,53.0
1650977694.0,6.0,75.0
1650977694.0,9.0,77.0
1650977695.0,6.0,72.0
1650977695.0,1.0,53.0
1650977695.0,3.0,68.0
1650977695.0,9.0,75.0
1650977704.0,3.0,66.0
1650977704.0,1.0,51.0
1650977705.0,6.0,72.0
1650977705.0,9.0,79.0
1650977707.0,3.0,64.0
1650977707.0,9.0,77.0
1650977708.0,6.0,75.0
1650977708.0,1.0,61.0
1650977708.0,9.0,76.0
1650977709.0,1.0,54.0
1650977709.0,3.0,63.0
1650977710.0,6.0,83.0
1650977710.0,9.0,80.0
1650977711.0,6.0,75.0
1650977711.0,1.0,60.0
1650977711.0,9.0,77.0
1650977713.0,6.0,82.0
1650977713.0,3.0,64.0
1650977713.0,1.0,65.0
1650977715.0,6.0,81.0
1650977715.0,3.0,79.0
1650977715.0,1.0,61.0
1650977716.0,6.0,79.0
1650977716.0,9.0,76.0
1650977717.0,1.0,65.0
1650977717.0,3.0,63.0
1650977718.0,3.0,68.0
1650977718.0,9.0,80.0
1650977719.0,6.0,80.0
1650977719.0,1.0,67.0
1650977719.0,9.0,80.0
1650977720.0,6.0,79.0
1650977720.0,3.0,62.0
1650977721.0,1.0,52.0
1650977722.0,6.0,73.0
1650977723.0,6.0,71.0
1650977723.0,3.0,64.0
1650977723.0,9.0,79.0
1650977723.0,1.0,52.0
1650977724.0,9.0,85.0
1650977726.0,6.0,82.0
1650977726.0,1.0,57.0
1650977726.0,3.0,66.0
1650977727.0,1.0,56.0
1650977728.0,6.0,78.0
1650977728.0,1.0,60.0
1650977729.0,9.0,75.0
1650977729.0,1.0,52.0
1650977730.0,3.0,66.0
1650977731.0,3.0,66.0
1650977732.0,1.0,57.0
1650977732.0,9.0,75.0
1650977733.0,6.0,78.0
1650977734.0,6.0,67.0
1650977734.0,1.0,51.0
1650977734.0,9.0,77.0
1650977735.0,1.0,49.0
1650977736.0,6.0,67.0
1650977736.0,3.0,65.0
1650977737.0,1.0,57.0
1650977737.0,3.0,65.0
1650977738.0,6.0,81.0
1650977738.0,1.0,63.0
1650977738.0,6.0,81.0
1650977738.0,3.0,66.0
1650977740.0,3.0,70.0
1650977740.0,9.0,88.0
1650977741.0,6.0,78.0
1650977741.0,1.0,72.0
1650977741.0,9.0,80.0
1650977742.0,1.0,65.0
1650977742.0,3.0,66.0
1650977743.0,3.0,64.0
1650977743.0,9.0,85.0
1650977744.0,6.0,81.0
1650977744.0,1.0,65.0
1650977744.0,9.0,81.0
1650977745.0,1.0,57.0
1650977745.0,3.0,69.0
1650977746.0,9.0,79.0
1650977747.0,6.0,78.0
1650977747.0,1.0,59.0
1650977747.0,9.0,85.0
1650977748.0,1.0,56.0
1650977748.0,3.0,61.0
1650977749.0,1.0,66.0
1650977760.0,3.0,65.0
1650977761.0,1.0,58.0
1650977762.0,3.0,68.0
1650977763.0,6.0,71.0
1650977764.0,1.0,59.0
1650977764.0,6.0,67.0
1650977764.0,3.0,66.0
1650977764.0,9.0,77.0
1650977766.0,1.0,55.0
1650977766.0,3.0,72.0
1650977766.0,6.0,71.0
1650977767.0,6.0,73.0
1650977767.0,1.0,53.0
1650977767.0,3.0,63.0
1650977768.0,3.0,65.0
1650977769.0,6.0,84.0
1650977770.0,3.0,66.0
1650977771.0,9.0,94.0
1650977772.0,6.0,78.0
1650977772.0,1.0,57.0
1650977772.0,9.0,79.0
1650977773.0,1.0,57.0
1650977773.0,3.0,66.0
1650977775.0,9.0,79.0
1650977775.0,6.0,78.0
1650977775.0,3.0,65.0
1650977776.0,1.0,54.0
1650977776.0,3.0,67.0
1650977777.0,6.0,75.0
1650977778.0,1.0,56.0
1650977779.0,6.0,73.0
1650977779.0,3.0,62.0
1650977779.0,9.0,77.0
1650977781.0,1.0,66.0
1650977783.0,3.0,72.0
1650977783.0,9.0,84.0
1650977784.0,1.0,59.0
1650977786.0,3.0,65.0
1650977786.0,9.0,80.0
1650977786.0,6.0,78.0
1650977786.0,1.0,58.0
1650977786.0,9.0,79.0
1650977787.0,1.0,59.0
1650977787.0,3.0,64.0
1650977787.0,9.0,79.0
1650977788.0,9.0,79.0
1650977789.0,6.0,75.0
1650977789.0,1.0,56.0
1650977789.0,3.0,67.0
1650977789.0,9.0,81.0
1650977790.0,6.0,80.0
1650977790.0,9.0,78.0
1650977791.0,6.0,81.0
1650977791.0,1.0,57.0
1650977791.0,9.0,83.0
1650977793.0,3.0,63.0
1650977793.0,9.0,78.0
1650977793.0,6.0,71.0
1650977794.0,1.0,55.0
1650977794.0,9.0,81.0
1650977794.0,6.0,72.0
1650977795.0,1.0,55.0
1650977795.0,3.0,63.0
1650977796.0,6.0,82.0
1650977797.0,1.0,64.0
1650977798.0,6.0,83.0
1650977798.0,3.0,70.0
1650977800.0,6.0,83.0
1650977800.0,1.0,71.0
1650977801.0,6.0,76.0
1650977802.0,1.0,57.0
1650977802.0,3.0,72.0
1650977803.0,6.0,77.0
1650977803.0,9.0,86.0
1650977803.0,6.0,75.0
1650977803.0,1.0,60.0
1650977803.0,3.0,68.0
1650977803.0,9.0,78.0
1650977805.0,3.0,62.0
1650977805.0,6.0,70.0
1650977805.0,1.0,60.0
1650977806.0,1.0,56.0
1650977807.0,3.0,71.0
1650977808.0,1.0,56.0
1650977809.0,6.0,69.0
1650977809.0,9.0,79.0
1650977809.0,3.0,64.0
1650977811.0,1.0,59.0
1650977811.0,6.0,88.0
1650977812.0,3.0,65.0
1650977813.0,1.0,57.0
1650977813.0,6.0,77.0
1650977813.0,9.0,80.0
1650977814.0,6.0,76.0
1650977814.0,1.0,59.0
1650977814.0,9.0,81.0
1650977816.0,1.0,58.0
1650977816.0,3.0,64.0
1650977817.0,6.0,82.0
1650977817.0,9.0,76.0
1650977817.0,6.0,71.0
1650977817.0,1.0,59.0
1650977818.0,3.0,66.0
1650977819.0,1.0,57.0
1650977820.0,6.0,83.0
1650977820.0,3.0,61.0
1650977820.0,9.0,82.0
1650977830.0,9.0,80.0
1650977831.0,6.0,78.0
1650977831.0,1.0,59.0
1650977831.0,3.0,63.0
1650977832.0,6.0,84.0
1650977832.0,9.0,74.0
1650977832.0,3.0,71.0
1650977833.0,1.0,60.0
1650977834.0,6.0,83.0
1650977834.0,3.0,68.0
1650977834.0,9.0,77.0
1650977835.0,1.0,60.0
1650977835.0,3.0,63.0
1650977836.0,1.0,55.0
1650977837.0,6.0,77.0
1650977837.0,9.0,81.0
1650977838.0,1.0,54.0
1650977839.0,6.0,84.0
1650977839.0,3.0,64.0
1650977840.0,6.0,83.0
1650977840.0,3.0,64.0
1650977841.0,9.0,89.0
1650977842.0,3.0,64.0
1650977842.0,6.0,78.0
1650977842.0,1.0,58.0
1650977842.0,9.0,83.0
1650977843.0,1.0,57.0
1650977844.0,9.0,87.0
1650977845.0,6.0,79.0
1650977845.0,3.0,67.0
1650977845.0,1.0,58.0
1650977845.0,9.0,82.0
1650977847.0,6.0,78.0
1650977847.0,1.0,54.0
1650977847.0,3.0,63.0
1650977848.0,1.0,57.0
1650977849.0,6.0,79.0
1650977849.0,3.0,67.0
1650977849.0,9.0,81.0
1650977850.0,1.0,61.0
1650977851.0,3.0,71.0
1650977851.0,1.0,58.0
1650977851.0,9.0,85.0
1650977852.0,6.0,79.0
1650977852.0,1.0,54.0
1650977852.0,3.0,67.0
1650977853.0,9.0,83.0
1650977853.0,9.0,82.0
1650977854.0,1.0,54.0
1650977855.0,3.0,63.0
1650977855.0,6.0,71.0
1650977855.0,1.0,59.0
1650977856.0,9.0,92.0
1650977857.0,1.0,63.0
1650977857.0,3.0,64.0
1650977858.0,6.0,89.0
1650977858.0,3.0,64.0
1650977860.0,6.0,78.0
1650977860.0,1.0,57.0
1650977860.0,3.0,67.0
1650977860.0,9.0,81.0
1650977861.0,1.0,58.0
1650977862.0,6.0,79.0
1650977862.0,9.0,87.0
1650977863.0,6.0,85.0
1650977863.0,3.0,67.0
1650977863.0,1.0,57.0
1650977863.0,3.0,67.0
1650977864.0,1.0,54.0
1650977866.0,9.0,81.0
1650977867.0,6.0,75.0
1650977867.0,1.0,54.0
1650977867.0,3.0,63.0
1650977867.0,1.0,59.0
1650977869.0,1.0,63.0
1650977869.0,3.0,64.0
1650977869.0,9.0,93.0
1650977871.0,1.0,68.0
1650977871.0,9.0,87.0
1650977872.0,6.0,90.0
1650977872.0,3.0,64.0
1650977873.0,3.0,67.0
1650977873.0,9.0,82.0
1650977874.0,6.0,86.0
1650977875.0,1.0,64.0
1650977875.0,3.0,67.0
1650977876.0,1.0,61.0
1650977876.0,3.0,73.0
1650977876.0,9.0,81.0
1650977877.0,6.0,71.0
1650977877.0,9.0,77.0
1650977878.0,1.0,55.0
1650977879.0,1.0,55.0
1650977879.0,3.0,64.0
1650977889.0,6.0,90.0
1650977889.0,1.0,61.0
1650977889.0,9.0,81.0
1650977890.0,1.0,58.0
1650977890.0,3.0,67.0
1650977892.0,6.0,78.0
1650977892.0,3.0,65.0
1650977892.0,9.0,82.0
1650977892.0,1.0,57.0
1650977893.0,6.0,77.0
1650977893.0,1.0,55.0
1650977893.0,3.0,64.0
1650977894.0,6.0,76.0
1650977894.0,9.0,83.0
1650977895.0,1.0,55.0
1650977895.0,3.0,66.0
1650977896.0,6.0,75.0
1650977896.0,9.0,81.0
1650977898.0,6.0,87.0
1650977898.0,1.0,56.0
1650977898.0,3.0,67.0
1650977898.0,1.0,64.0
1650977898.0,3.0,70.0
1650977900.0,6.0,84.0
1650977900.0,3.0,70.0
1650977900.0,9.0,90.0
1650977901.0,6.0,87.0
1650977901.0,3.0,70.0
1650977901.0,1.0,60.0
1650977903.0,6.0,76.0
1650977903.0,3.0,67.0
1650977903.0,9.0,80.0
1650977903.0,1.0,63.0
1650977904.0,6.0,78.0
1650977904.0,1.0,61.0
1650977904.0,3.0,67.0
1650977904.0,9.0,79.0
1650977906.0,6.0,77.0
1650977906.0,3.0,67.0
1650977906.0,9.0,80.0
1650977906.0,1.0,58.0
1650977907.0,6.0,75.0
1650977907.0,3.0,67.0
1650977907.0,9.0,79.0
1650977908.0,1.0,65.0
1650977909.0,6.0,81.0
1650977909.0,1.0,63.0
1650977909.0,3.0,69.0
1650977909.0,9.0,79.0
1650977911.0,6.0,78.0
1650977911.0,3.0,67.0
1650977911.0,9.0,79.0
1650977912.0,6.0,80.0
1650977912.0,1.0,66.0
1650977912.0,3.0,69.0
1650977912.0,9.0,78.0
1650977913.0,6.0,81.0
1650977913.0,1.0,58.0
1650977913.0,9.0,79.0
1650977914.0,1.0,59.0
1650977915.0,6.0,71.0
1650977915.0,1.0,57.0
1650977915.0,9.0,78.0
1650977917.0,3.0,68.0
1650977917.0,1.0,59.0
1650977920.0,3.0,80.0
1650977920.0,1.0,60.0
1650977922.0,6.0,76.0
1650977922.0,3.0,64.0
1650977922.0,9.0,81.0
1650977923.0,6.0,78.0
1650977923.0,1.0,72.0
1650977923.0,3.0,64.0
1650977926.0,6.0,83.0
1650977926.0,3.0,64.0
1650977926.0,9.0,79.0
1650977926.0,1.0,65.0
1650977926.0,3.0,63.0
1650977928.0,3.0,63.0
1650977928.0,9.0,80.0
1650977928.0,1.0,76.0
1650977929.0,1.0,68.0
1650977929.0,3.0,75.0
1650977931.0,3.0,80.0
1650977931.0,1.0,66.0
1650977932.0,6.0,79.0
1650977932.0,1.0,61.0
1650977932.0,3.0,70.0
1650977934.0,6.0,77.0
1650977934.0,9.0,81.0
1650977935.0,9.0,79.0
1650977935.0,6.0,74.0
1650977935.0,1.0,55.0
1650977935.0,3.0,65.0
1650977937.0,1.0,57.0
1650977937.0,9.0,83.0
1650977937.0,6.0,77.0
1650977937.0,1.0,56.0
1650977937.0,3.0,60.0
1650977939.0,6.0,80.0
1650977939.0,3.0,67.0
1650977939.0,9.0,79.0
1650977940.0,6.0,80.0
1650977941.0,1.0,61.0
1650977941.0,3.0,63.0
1650977943.0,1.0,63.0
1650977943.0,3.0,81.0
1650977944.0,1.0,63.0
1650977944.0,3.0,83.0
1650977945.0,3.0,80.0
1650977946.0,6.0,80.0
1650977947.0,1.0,78.0
1650977947.0,3.0,63.0
1650977947.0,3.0,63.0
1650977947.0,9.0,79.0
1650977948.0,6.0,76.0
1650977949.0,1.0,59.0
1650977959.0,1.0,53.0
1650977960.0,6.0,75.0
1650977960.0,3.0,61.0
1650977960.0,9.0,82.0
1650977961.0,1.0,67.0
1650977962.0,6.0,82.0
1650977962.0,1.0,59.0
1650977962.0,3.0,62.0
1650977963.0,6.0,81.0
1650977963.0,3.0,61.0
1650977963.0,9.0,78.0
1650977964.0,1.0,60.0
1650977965.0,6.0,83.0
1650977965.0,1.0,59.0
1650977965.0,9.0,81.0
1650977966.0,6.0,76.0
1650977966.0,3.0,64.0
1650977966.0,9.0,79.0
1650977967.0,1.0,67.0
1650977967.0,6.0,78.0
1650977968.0,6.0,86.0
1650977968.0,1.0,57.0
1650977969.0,1.0,58.0
1650977970.0,6.0,78.0
1650977970.0,1.0,59.0
1650977970.0,3.0,69.0
1650977971.0,3.0,72.0
1650977971.0,9.0,80.0
1650977972.0,1.0,65.0
1650977973.0,1.0,54.0
1650977973.0,3.0,63.0
1650977973.0,3.0,63.0
1650977973.0,9.0,82.0
1650977974.0,6.0,70.0
1650977974.0,1.0,56.0
1650977975.0,6.0,80.0
1650977975.0,1.0,53.0
1650977976.0,3.0,61.0
1650977976.0,9.0,82.0
1650977977.0,6.0,80.0
1650977977.0,1.0,65.0
1650977977.0,3.0,65.0
1650977978.0,1.0,64.0
1650977978.0,6.0,89.0
1650977978.0,3.0,65.0
1650977979.0,9.0,92.0
1650977980.0,6.0,85.0
1650977980.0,3.0,65.0
1650977981.0,1.0,58.0
1650977981.0,6.0,80.0
1650977983.0,6.0,78.0
1650977983.0,1.0,63.0
1650977983.0,3.0,65.0
1650977983.0,9.0,77.0
1650977984.0,1.0,59.0
1650977985.0,9.0,77.0
1650977986.0,1.0,58.0
1650977987.0,6.0,69.0
1650977987.0,1.0,59.0
1650977987.0,3.0,66.0
1650977987.0,9.0,77.0
1650977988.0,9.0,79.0
1650977989.0,1.0,70.0
1650977989.0,3.0,70.0
1650977991.0,3.0,74.0
1650977992.0,1.0,75.0
1650977993.0,1.0,63.0
1650977995.0,1.0,69.0
1650977995.0,3.0,64.0
1650977996.0,6.0,79.0
1650977996.0,1.0,60.0
1650977996.0,9.0,78.0
1650977997.0,1.0,55.0
1650977998.0,6.0,72.0
1650977998.0,3.0,65.0
1650977998.0,9.0,77.0
1650977999.0,6.0,70.0
1650977999.0,1.0,56.0
1650978000.0,3.0,70.0
1650978000.0,9.0,79.0
1650978001.0,6.0,71.0
1650978001.0,1.0,66.0
1650978001.0,3.0,71.0
1650978002.0,3.0,69.0
1650978003.0,1.0,66.0
1650978004.0,6.0,90.0
1650978004.0,1.0,63.0
1650978004.0,3.0,70.0
1650978005.0,9.0,78.0
1650978006.0,6.0,79.0
1650978006.0,3.0,64.0
1650978007.0,1.0,64.0
1650978007.0,3.0,70.0
1650978007.0,9.0,79.0
1650978009.0,1.0,63.0
1650978009.0,3.0,65.0
1650978009.0,9.0,79.0
1650978010.0,6.0,73.0
1650978010.0,1.0,59.0
1650978010.0,3.0,65.0
1650978010.0,9.0,79.0
1650978011.0,9.0,81.0
1650978012.0,6.0,74.0
1650978012.0,1.0,57.0
1650978012.0,3.0,65.0
1650978026.0,1.0,61.0
1650978027.0,9.0,78.0
1650978028.0,6.0,77.0
1650978028.0,1.0,55.0
1650978029.0,1.0,59.0
1650978029.0,3.0,65.0
1650978030.0,9.0,81.0
1650978031.0,6.0,79.0
1650978031.0,1.0,56.0
1650978031.0,6.0,77.0
1650978031.0,3.0,65.0
1650978033.0,3.0,67.0
1650978034.0,1.0,54.0
1650978035.0,6.0,76.0
1650978035.0,3.0,67.0
1650978036.0,1.0,53.0
1650978037.0,6.0,87.0
1650978037.0,1.0,68.0
1650978037.0,3.0,69.0
1650978039.0,6.0,87.0
1650978039.0,1.0,67.0
1650978039.0,3.0,69.0
1650978040.0,1.0,71.0
1650978040.0,3.0,69.0
1650978041.0,9.0,81.0
1650978042.0,6.0,77.0
1650978042.0,1.0,63.0
1650978043.0,6.0,78.0
1650978043.0,3.0,66.0
1650978044.0,9.0,81.0
1650978045.0,1.0,53.0
1650978046.0,6.0,75.0
1650978046.0,3.0,62.0
1650978047.0,1.0,52.0
1650978047.0,9.0,82.0
1650978048.0,1.0,52.0
1650978048.0,3.0,62.0
1650978049.0,6.0,74.0
1650978049.0,1.0,64.0
1650978049.0,3.0,62.0
1650978049.0,9.0,83.0
1650978050.0,9.0,81.0
1650978051.0,6.0,84.0
1650978051.0,1.0,63.0
1650978051.0,3.0,65.0
1650978052.0,6.0,81.0
1650978052.0,3.0,66.0
1650978052.0,9.0,83.0
1650978053.0,3.0,68.0
1650978053.0,9.0,77.0
1650978054.0,1.0,55.0
1650978054.0,3.0,62.0
1650978055.0,6.0,75.0
1650978056.0,1.0,59.0
1650978056.0,9.0,77.0
1650978057.0,6.0,81.0
1650978057.0,3.0,65.0
1650978057.0,9.0,83.0
1650978058.0,1.0,56.0
1650978058.0,9.0,84.0
1650978059.0,9.0,80.0
1650978060.0,6.0,69.0
1650978060.0,1.0,56.0
1650978060.0,3.0,65.0
1650978061.0,3.0,65.0
1650978062.0,1.0,63.0
1650978063.0,6.0,84.0
1650978063.0,3.0,74.0
1650978063.0,9.0,86.0
1650978064.0,6.0,84.0
1650978065.0,1.0,56.0
1650978065.0,3.0,68.0
1650978066.0,6.0,77.0
1650978066.0,3.0,65.0
1650978066.0,9.0,78.0
1650978067.0,1.0,56.0
1650978067.0,9.0,77.0
1650978068.0,6.0,79.0
1650978068.0,3.0,72.0
1650978068.0,6.0,81.0
1650978068.0,1.0,57.0
1650978068.0,3.0,70.0
1650978068.0,9.0,82.0
1650978070.0,1.0,53.0
1650978070.0,9.0,79.0
1650978071.0,6.0,72.0
1650978071.0,3.0,63.0
1650978071.0,1.0,53.0
1650978071.0,3.0,70.0
1650978071.0,9.0,80.0
1650978073.0,6.0,81.0
1650978074.0,1.0,76.0
1650978074.0,3.0,73.0
1650978086.0,9.0,79.0
1650978087.0,6.0,74.0
1650978088.0,6.0,78.0
1650978088.0,1.0,58.0
1650978088.0,3.0,65.0
1650978089.0,3.0,71.0
1650978089.0,9.0,85.0
1650978090.0,6.0,83.0
1650978091.0,6.0,76.0
1650978091.0,1.0,55.0
1650978091.0,3.0,66.0
1650978091.0,9.0,85.0
1650978091.0,1.0,55.0
1650978092.0,3.0,66.0
1650978093.0,6.0,70.0
1650978093.0,3.0,61.0
1650978093.0,1.0,51.0
1650978095.0,6.0,70.0
1650978095.0,3.0,67.0
1650978096.0,6.0,83.0
1650978096.0,1.0,64.0
1650978096.0,3.0,61.0
1650978096.0,9.0,82.0
1650978098.0,6.0,83.0
1650978098.0,3.0,65.0
1650978099.0,1.0,64.0
1650978101.0,6.0,84.0
1650978101.0,3.0,65.0
1650978101.0,9.0,85.0
1650978102.0,6.0,79.0
1650978102.0,3.0,66.0
1650978104.0,1.0,55.0
1650978104.0,3.0,65.0
1650978104.0,9.0,85.0
1650978105.0,6.0,72.0
1650978105.0,1.0,53.0
1650978105.0,3.0,60.0
1650978108.0,6.0,73.0
1650978108.0,3.0,60.0
1650978108.0,9.0,84.0
1650978110.0,6.0,81.0
1650978110.0,1.0,57.0
1650978110.0,3.0,65.0
1650978110.0,1.0,67.0
1650978111.0,6.0,83.0
1650978111.0,1.0,63.0
1650978113.0,6.0,78.0
1650978113.0,1.0,55.0
1650978113.0,3.0,65.0
1650978114.0,6.0,75.0
1650978114.0,1.0,55.0
1650978114.0,3.0,67.0
1650978114.0,9.0,84.0
1650978116.0,6.0,78.0
1650978116.0,3.0,66.0
1650978116.0,9.0,79.0
1650978118.0,6.0,76.0
1650978118.0,1.0,54.0
1650978118.0,3.0,63.0
1650978119.0,1.0,56.0
1650978119.0,3.0,63.0
1650978121.0,6.0,69.0
1650978121.0,1.0,65.0
1650978122.0,6.0,81.0
1650978122.0,3.0,65.0
1650978123.0,3.0,65.0
1650978124.0,6.0,81.0
1650978124.0,3.0,66.0
1650978124.0,9.0,95.0
1650978125.0,1.0,65.0
1650978125.0,3.0,66.0
1650978125.0,9.0,82.0
1650978127.0,6.0,77.0
1650978127.0,9.0,79.0
1650978128.0,6.0,83.0
1650978128.0,3.0,66.0
1650978129.0,1.0,62.0
1650978130.0,6.0,73.0
1650978130.0,3.0,64.0
1650978130.0,9.0,76.0
1650978132.0,1.0,54.0
1650978132.0,3.0,65.0
1650978133.0,6.0,71.0
1650978133.0,1.0,79.0
1650978133.0,3.0,63.0
1650978134.0,3.0,77.0
1650978135.0,9.0,93.0
1650978136.0,6.0,93.0
1650978136.0,1.0,67.0
1650978136.0,3.0,80.0
1650978136.0,9.0,82.0
1650978137.0,1.0,60.0
1650978137.0,9.0,80.0
1650978138.0,6.0,81.0
1650978138.0,1.0,62.0
1650978139.0,3.0,64.0
1650978139.0,9.0,80.0
1650978152.0,3.0,64.0
1650978153.0,3.0,72.0
1650978154.0,9.0,85.0
1650978154.0,1.0,63.0
1650978155.0,9.0,85.0
1650978156.0,6.0,80.0
1650978156.0,1.0,59.0
1650978156.0,3.0,65.0
1650978157.0,1.0,57.0
1650978157.0,3.0,64.0
1650978157.0,9.0,83.0
1650978158.0,6.0,72.0
1650978158.0,3.0,64.0
1650978159.0,6.0,73.0
1650978159.0,1.0,56.0
1650978159.0,9.0,81.0
1650978160.0,3.0,64.0
1650978160.0,9.0,81.0
1650978160.0,6.0,72.0
1650978160.0,3.0,65.0
1650978161.0,1.0,65.0
1650978162.0,1.0,65.0
1650978162.0,6.0,80.0
1650978162.0,3.0,68.0
1650978163.0,3.0,75.0
1650978164.0,6.0,82.0
1650978164.0,1.0,66.0
1650978165.0,9.0,83.0
1650978166.0,6.0,80.0
1650978166.0,1.0,56.0
1650978166.0,3.0,64.0
1650978167.0,3.0,66.0
1650978167.0,9.0,87.0
1650978168.0,6.0,79.0
1650978168.0,1.0,56.0
1650978169.0,3.0,63.0
1650978170.0,1.0,55.0
1650978171.0,6.0,69.0
1650978172.0,6.0,73.0
1650978172.0,9.0,75.0
1650978173.0,1.0,52.0
1650978173.0,9.0,85.0
1650978174.0,6.0,77.0
1650978175.0,3.0,65.0
1650978175.0,9.0,98.0
1650978175.0,1.0,67.0
1650978176.0,3.0,72.0
1650978177.0,3.0,66.0
1650978178.0,9.0,78.0
1650978179.0,1.0,63.0
1650978179.0,9.0,83.0
1650978180.0,6.0,84.0
1650978180.0,1.0,67.0
1650978180.0,3.0,65.0
1650978181.0,1.0,63.0
1650978181.0,3.0,71.0
1650978182.0,9.0,79.0
1650978183.0,6.0,85.0
1650978183.0,1.0,65.0
1650978183.0,3.0,61.0
1650978184.0,6.0,78.0
1650978184.0,1.0,73.0
1650978184.0,3.0,62.0
1650978185.0,3.0,74.0
1650978186.0,1.0,79.0
1650978187.0,6.0,91.0
1650978188.0,6.0,86.0
1650978188.0,3.0,73.0
1650978189.0,1.0,70.0
1650978189.0,3.0,74.0
1650978195.0,3.0,60.0
1650978196.0,9.0,77.0
1650978197.0,6.0,86.0
1650978197.0,1.0,62.0
1650978197.0,3.0,61.0
1650978212.0,1.0,54.0
1650978213.0,1.0,55.0
1650978213.0,9.0,87.0
1650978214.0,6.0,74.0
1650978214.0,3.0,71.0
1650978214.0,9.0,79.0
1650978215.0,1.0,55.0
1650978215.0,3.0,70.0
1650978216.0,6.0,69.0
1650978216.0,1.0,59.0
1650978216.0,9.0,77.0
1650978217.0,6.0,69.0
1650978217.0,3.0,65.0
1650978217.0,9.0,76.0
1650978218.0,3.0,67.0
1650978218.0,9.0,77.0
1650978219.0,1.0,61.0
1650978219.0,3.0,65.0
1650978220.0,6.0,77.0
1650978221.0,1.0,61.0
1650978221.0,3.0,65.0
1650978222.0,6.0,79.0
1650978223.0,3.0,65.0
1650978223.0,9.0,82.0
1650978224.0,1.0,55.0
1650978225.0,1.0,57.0
1650978226.0,6.0,74.0
1650978226.0,9.0,80.0
1650978227.0,6.0,74.0
1650978227.0,3.0,64.0
1650978227.0,9.0,78.0
1650978228.0,1.0,53.0
1650978228.0,3.0,61.0
