date,minor,accuracy,rssi
2022-04-26 20:35:36,19004,235.7290211,-103
2022-04-26 20:35:36,11,52.53898767,-60
2022-04-26 20:35:37,13,319.3918229,-72
2022-04-26 20:35:37,19003,77.01707652,-92
2022-04-26 20:35:37,12,2095.32003,-87
2022-04-26 20:35:38,12,4523.911317,-94
2022-04-26 20:35:39,11,134.7243948,-66
2022-04-26 20:35:40,13,707.4774921,-78
2022-04-26 20:35:40,19003,44.40913628,-87
2022-04-26 20:35:40,12,115.8186631,-65
2022-04-26 20:35:42,13,1312.133233,-83
2022-04-26 20:35:42,14,707.4774921,-78
2022-04-26 20:35:43,13,1662.669848,-85
2022-04-26 20:35:43,11,26.72270083,-56
2022-04-26 20:35:43,19001,130.002185,-97
2022-04-26 20:35:43,14,622.3199556,-77
2022-04-26 20:35:44,11,44.5346694,-59
2022-04-26 20:35:44,12,115.8186631,-65
2022-04-26 20:35:45,14,1163.147271,-82
2022-04-26 20:35:45,13,479.1073624,-75
2022-04-26 20:35:45,19004,35.35052989,-85
2022-04-26 20:35:45,19005,31.48560776,-84
2022-04-26 20:35:45,11,44.5346694,-59
2022-04-26 20:35:46,19004,39.64444522,-86
2022-04-26 20:35:46,19002,77.01707652,-92
2022-04-26 20:35:46,14,546.5037808,-76
2022-04-26 20:35:47,19001,117.3223902,-96
2022-04-26 20:35:47,13,479.1073624,-75
2022-04-26 20:35:47,19005,35.35052989,-85
2022-04-26 20:35:47,11,44.5346694,-59
2022-04-26 20:35:48,13,366.2837502,-73
2022-04-26 20:35:48,19002,77.01707652,-92
2022-04-26 20:35:49,19003,44.40913628,-87
2022-04-26 20:35:50,19003,77.01707652,-92
2022-04-26 20:35:52,11,134.7243948,-66
2022-04-26 20:35:52,14,546.5037808,-76
2022-04-26 20:35:53,11,26.72270083,-56
2022-04-26 20:35:53,12,115.8186631,-65
2022-04-26 20:35:54,13,1662.669848,-85
2022-04-26 20:35:54,14,622.3199556,-77
2022-04-26 20:35:55,13,1662.669848,-85
2022-04-26 20:35:55,12,134.7243948,-66
2022-04-26 20:35:55,14,1312.133233,-83
2022-04-26 20:35:56,19004,28.01117503,-83
2022-04-26 20:35:56,12,134.7243948,-66
2022-04-26 20:35:57,13,802.984996,-79
2022-04-26 20:35:57,11,52.53898767,-60
2022-04-26 20:35:57,19005,39.64444522,-86
2022-04-26 20:35:57,19004,35.35052989,-85
2022-04-26 20:35:57,19005,85.69903308,-93
2022-04-26 20:35:57,14,419.2895897,-74
2022-04-26 20:35:58,13,479.1073624,-75
2022-04-26 20:35:58,19004,39.64444522,-86
2022-04-26 20:35:58,12,61.83033782,-61
2022-04-26 20:35:59,19005,39.64444522,-86
2022-04-26 20:35:59,11,52.53898767,-60
2022-04-26 20:35:59,19002,85.69903308,-93
2022-04-26 20:36:00,13,546.5037808,-76
2022-04-26 20:36:00,19005,35.35052989,-85
2022-04-26 20:36:00,19002,39.64444522,-86
2022-04-26 20:36:01,19003,44.40913628,-87
2022-04-26 20:36:01,14,1029.561411,-81
2022-04-26 20:36:01,13,479.1073624,-75
2022-04-26 20:36:01,11,52.53898767,-60
2022-04-26 20:36:01,19003,85.69903308,-93
2022-04-26 20:36:02,11,52.53898767,-60
2022-04-26 20:36:02,19003,39.64444522,-86
2022-04-26 20:36:02,19002,143.9071696,-98
2022-04-26 20:36:02,14,1867.752525,-86
2022-04-26 20:36:03,13,1029.561411,-81
2022-04-26 20:36:03,12,1478.076414,-84
2022-04-26 20:36:03,14,1163.147271,-82
2022-04-26 20:39:03,19001,95.25772824,-94
2022-04-26 20:39:04,14,546.5037808,-76
2022-04-26 20:39:05,11,44.5346694,-59
2022-04-26 20:39:05,12,85.01840418,-63
2022-04-26 20:39:06,19003,117.3223902,-96
2022-04-26 20:39:06,12,156.3746411,-67
2022-04-26 20:39:07,11,44.5346694,-59
2022-04-26 20:39:07,19005,77.01707652,-92
2022-04-26 20:39:07,19001,235.7290211,-103
2022-04-26 20:39:07,14,1029.561411,-81
2022-04-26 20:39:08,13,479.1073624,-75
2022-04-26 20:39:08,19004,39.64444522,-86
2022-04-26 20:39:08,19003,105.7709347,-95
2022-04-26 20:39:08,12,61.83033782,-61
2022-04-26 20:39:08,19004,31.48560776,-84
2022-04-26 20:39:08,12,85.01840418,-63
2022-04-26 20:39:08,14,1867.752525,-86
2022-04-26 20:39:09,19004,39.64444522,-86
2022-04-26 20:39:10,13,241.4693982,-70
2022-04-26 20:39:10,19004,35.35052989,-85
2022-04-26 20:39:10,11,61.83033782,-61
2022-04-26 20:39:10,19002,39.64444522,-86
2022-04-26 20:39:10,13,241.4693982,-70
2022-04-26 20:39:10,19004,69.13968327,-91
2022-04-26 20:39:10,19005,35.35052989,-85
2022-04-26 20:39:10,11,85.01840418,-63
2022-04-26 20:39:10,12,85.01840418,-63
2022-04-26 20:39:11,12,115.8186631,-65
2022-04-26 20:39:12,11,115.8186631,-65
2022-04-26 20:39:14,12,134.7243948,-66
2022-04-26 20:39:15,13,546.5037808,-76
2022-04-26 20:39:15,12,134.7243948,-66
2022-04-26 20:39:16,14,909.9450111,-80
2022-04-26 20:39:17,11,44.5346694,-59
2022-04-26 20:39:18,13,2626.743172,-89
2022-04-26 20:39:18,14,802.984996,-79
2022-04-26 20:39:19,12,115.8186631,-65
2022-04-26 20:39:19,14,1662.669848,-85
2022-04-26 20:39:19,11,44.5346694,-59
2022-04-26 20:39:19,19002,44.40913628,-87
2022-04-26 20:39:20,19004,35.35052989,-85
2022-04-26 20:39:20,11,72.58934229,-62
2022-04-26 20:39:21,19004,49.68990043,-88
2022-04-26 20:39:21,12,85.01840418,-63
2022-04-26 20:39:21,14,1867.752525,-86
2022-04-26 20:39:22,19003,130.002185,-97
2022-04-26 20:39:22,12,156.3746411,-67
2022-04-26 20:39:22,14,1312.133233,-83
2022-04-26 20:39:23,13,909.9450111,-80
2022-04-26 20:39:23,11,44.5346694,-59
2022-04-26 20:39:24,12,134.7243948,-66
2022-04-26 20:39:25,11,72.58934229,-62
2022-04-26 20:39:26,13,241.4693982,-70
2022-04-26 20:39:26,19004,39.64444522,-86
2022-04-26 20:39:27,13,241.4693982,-70
2022-04-26 20:39:27,12,72.58934229,-62
2022-04-26 20:39:27,14,4067.376281,-93
2022-04-26 20:39:28,13,2347.53582,-88
2022-04-26 20:39:28,11,37.65650266,-58
2022-04-26 20:39:28,19002,130.002185,-97
2022-04-26 20:39:28,14,909.9450111,-80
2022-04-26 20:39:29,19003,117.3223902,-96
2022-04-26 20:39:29,12,209.3400025,-69
2022-04-26 20:39:29,14,909.9450111,-80
2022-04-26 20:39:30,19004,259.4546565,-104
2022-04-26 20:39:30,12,115.8186631,-65
2022-04-26 20:39:31,13,1312.133233,-83
2022-04-26 20:39:31,11,37.65650266,-58
2022-04-26 20:39:31,14,1029.561411,-81
2022-04-26 20:39:32,13,241.4693982,-70
2022-04-26 20:39:32,12,181.1177218,-68
2022-04-26 20:39:33,19002,85.69903308,-93
2022-04-26 20:39:34,13,241.4693982,-70
2022-04-26 20:39:34,19004,77.01707652,-92
2022-04-26 20:39:35,13,209.3400025,-69
2022-04-26 20:39:35,19004,31.48560776,-84
2022-04-26 20:39:35,19005,35.35052989,-85
2022-04-26 20:39:35,12,85.01840418,-63
2022-04-26 20:39:35,14,1662.669848,-85
2022-04-26 20:39:36,11,85.01840418,-63
2022-04-26 20:39:36,12,156.3746411,-67
2022-04-26 20:39:37,13,479.1073624,-75
2022-04-26 20:39:37,12,156.3746411,-67
2022-04-26 20:39:38,13,546.5037808,-76
2022-04-26 20:39:38,11,115.8186631,-65
2022-04-26 20:39:39,12,115.8186631,-65
2022-04-26 20:39:40,13,1662.669848,-85
2022-04-26 20:39:40,12,134.7243948,-66
2022-04-26 20:39:41,11,37.65650266,-58
2022-04-26 20:39:42,14,1867.752525,-86
2022-04-26 20:39:43,13,1662.669848,-85
2022-04-26 20:39:43,11,37.65650266,-58
2022-04-26 20:39:43,19003,130.002185,-97
2022-04-26 20:39:43,12,134.7243948,-66
2022-04-26 20:39:43,14,1312.133233,-83
2022-04-26 20:39:44,19004,49.68990043,-88
2022-04-26 20:39:44,19005,194.0523608,-101
2022-04-26 20:39:44,12,134.7243948,-66
2022-04-26 20:39:44,19004,95.25772824,-94
2022-04-26 20:39:45,13,209.3400025,-69
2022-04-26 20:39:45,11,181.1177218,-68
2022-04-26 20:39:45,19002,35.35052989,-85
2022-04-26 20:39:45,13,479.1073624,-75
2022-04-26 20:39:45,11,72.58934229,-62
2022-04-26 20:39:46,14,1163.147271,-82
2022-04-26 20:39:47,19004,44.40913628,-87
2022-04-26 20:39:47,11,85.01840418,-63
2022-04-26 20:39:47,12,85.01840418,-63
2022-04-26 20:39:48,13,209.3400025,-69
2022-04-26 20:39:48,19005,35.35052989,-85
2022-04-26 20:39:48,19002,35.35052989,-85
2022-04-26 20:39:48,14,4523.911317,-94
2022-04-26 20:39:49,11,134.7243948,-66
2022-04-26 20:39:49,19003,130.002185,-97
2022-04-26 20:39:49,12,156.3746411,-67
2022-04-26 20:39:49,19002,175.8165151,-100
2022-04-26 20:39:50,11,366.2837502,-73
2022-04-26 20:39:50,12,156.3746411,-67
2022-04-26 20:39:51,12,156.3746411,-67
2022-04-26 20:39:52,12,156.3746411,-67
2022-04-26 20:39:53,14,2347.53582,-88
2022-04-26 20:39:54,13,1163.147271,-82
2022-04-26 20:39:54,11,37.65650266,-58
2022-04-26 20:39:54,14,2935.477827,-90
2022-04-26 20:39:54,19003,117.3223902,-96
2022-04-26 20:39:54,12,134.7243948,-66
2022-04-26 20:39:54,19002,159.1413852,-99
2022-04-26 20:39:55,12,156.3746411,-67
2022-04-26 20:39:56,13,1029.561411,-81
2022-04-26 20:39:56,11,99.34391784,-64
2022-04-26 20:39:57,13,241.4693982,-70
2022-04-26 20:39:57,19005,49.68990043,-88
2022-04-26 20:39:58,19004,44.40913628,-87
2022-04-26 20:39:58,12,209.3400025,-69
2022-04-26 20:39:58,14,1662.669848,-85
2022-04-26 20:39:58,19004,35.35052989,-85
2022-04-26 20:39:58,19002,39.64444522,-86
2022-04-26 20:39:59,13,209.3400025,-69
2022-04-26 20:39:59,12,85.01840418,-63
2022-04-26 20:40:00,19005,105.7709347,-95
2022-04-26 20:40:00,12,134.7243948,-66
2022-04-26 20:40:01,13,546.5037808,-76
2022-04-26 20:40:02,19003,117.3223902,-96
2022-04-26 20:40:28,11,115.8186631,-65
2022-04-26 20:40:43,12,115.8186631,-65
2022-04-26 20:40:43,14,707.4774921,-78
2022-04-26 20:40:44,13,1029.561411,-81
2022-04-26 20:40:44,11,31.76147205,-57
2022-04-26 20:40:45,14,1312.133233,-83
2022-04-26 20:40:46,19004,44.40913628,-87
2022-04-26 20:40:46,12,115.8186631,-65
2022-04-26 20:40:47,11,241.4693982,-70
2022-04-26 20:40:47,12,61.83033782,-61
2022-04-26 20:40:47,19002,35.35052989,-85
2022-04-26 20:40:47,14,1163.147271,-82
2022-04-26 20:40:48,13,366.2837502,-73
2022-04-26 20:40:48,19002,35.35052989,-85
2022-04-26 20:40:49,19002,85.69903308,-93
2022-04-26 20:40:49,11,52.53898767,-60
2022-04-26 20:40:50,13,241.4693982,-70
2022-04-26 20:40:50,12,85.01840418,-63
2022-04-26 20:40:50,14,1867.752525,-86
2022-04-26 20:40:52,13,546.5037808,-76
2022-04-26 20:40:52,11,134.7243948,-66
2022-04-26 20:40:52,12,319.3918229,-72
2022-04-26 20:40:52,14,1478.076414,-84
2022-04-26 20:40:53,13,622.3199556,-77
2022-04-26 20:40:53,11,156.3746411,-67
2022-04-26 20:40:53,12,134.7243948,-66
2022-04-26 20:40:55,13,479.1073624,-75
2022-04-26 20:40:55,12,115.8186631,-65
2022-04-26 20:40:55,14,1312.133233,-83
2022-04-26 20:40:57,13,909.9450111,-80
2022-04-26 20:40:57,11,44.5346694,-59
2022-04-26 20:40:57,19001,130.002185,-97
2022-04-26 20:40:58,12,241.4693982,-70
2022-04-26 20:40:58,19001,143.9071696,-98
2022-04-26 20:40:58,11,72.58934229,-62
2022-04-26 20:40:58,19002,159.1413852,-99
2022-04-26 20:40:59,13,802.984996,-79
2022-04-26 20:40:59,19004,28.01117503,-83
2022-04-26 20:40:59,19005,49.68990043,-88
2022-04-26 20:41:00,13,707.4774921,-78
2022-04-26 20:41:00,19005,44.40913628,-87
2022-04-26 20:41:00,19004,31.48560776,-84
2022-04-26 20:41:00,11,72.58934229,-62
2022-04-26 20:41:00,19001,130.002185,-97
2022-04-26 20:41:01,19004,39.64444522,-86
2022-04-26 20:41:01,12,85.01840418,-63
2022-04-26 20:41:02,13,802.984996,-79
2022-04-26 20:41:02,19004,35.35052989,-85
2022-04-26 20:41:02,11,72.58934229,-62
2022-04-26 20:41:02,19005,31.48560776,-84
2022-04-26 20:41:02,19002,44.40913628,-87
2022-04-26 20:41:03,13,479.1073624,-75
2022-04-26 20:41:03,19005,35.35052989,-85
2022-04-26 20:41:03,14,1867.752525,-86
2022-04-26 20:41:04,12,134.7243948,-66
2022-04-26 20:41:04,19002,175.8165151,-100
2022-04-26 20:41:04,19003,130.002185,-97
2022-04-26 20:41:04,19002,159.1413852,-99
2022-04-26 20:41:04,14,4067.376281,-93
2022-04-26 20:41:05,13,1029.561411,-81
2022-04-26 20:41:05,11,366.2837502,-73
2022-04-26 20:41:05,19003,130.002185,-97
2022-04-26 20:41:06,12,366.2837502,-73
2022-04-26 20:41:06,19002,175.8165151,-100
2022-04-26 20:41:06,14,1312.133233,-83
2022-04-26 20:41:07,19003,130.002185,-97
2022-04-26 20:41:07,12,115.8186631,-65
2022-04-26 20:41:07,14,1163.147271,-82
2022-04-26 20:41:09,13,909.9450111,-80
2022-04-26 20:41:09,11,37.65650266,-58
2022-04-26 20:41:09,12,134.7243948,-66
2022-04-26 20:41:10,11,44.5346694,-59
2022-04-26 20:41:10,12,115.8186631,-65
2022-04-26 20:41:10,14,2626.743172,-89
2022-04-26 20:41:11,13,277.9791399,-71
2022-04-26 20:41:11,19004,35.35052989,-85
2022-04-26 20:41:11,11,181.1177218,-68
2022-04-26 20:41:11,19005,44.40913628,-87
2022-04-26 20:41:11,19004,35.35052989,-85
2022-04-26 20:41:12,19004,28.01117503,-83
2022-04-26 20:41:12,12,241.4693982,-70
2022-04-26 20:41:13,11,72.58934229,-62
2022-04-26 20:41:13,19004,31.48560776,-84
2022-04-26 20:41:13,12,99.34391784,-64
2022-04-26 20:41:13,19002,39.64444522,-86
2022-04-26 20:41:15,13,277.9791399,-71
2022-04-26 20:41:15,19004,28.01117503,-83
2022-04-26 20:41:15,11,72.58934229,-62
2022-04-26 20:41:15,19005,85.69903308,-93
2022-04-26 20:41:15,12,319.3918229,-72
2022-04-26 20:41:15,14,3652.715358,-92
2022-04-26 20:41:17,11,134.7243948,-66
2022-04-26 20:41:17,12,319.3918229,-72
2022-04-26 20:41:17,13,479.1073624,-75
2022-04-26 20:41:17,14,2347.53582,-88
2022-04-26 20:41:19,13,419.2895897,-74
2022-04-26 20:41:19,11,44.5346694,-59
2022-04-26 20:41:19,12,115.8186631,-65
2022-04-26 20:41:20,13,1662.669848,-85
2022-04-26 20:41:20,14,2095.32003,-87
2022-04-26 20:41:21,12,115.8186631,-65
2022-04-26 20:41:21,14,2095.32003,-87
2022-04-26 20:41:22,11,37.65650266,-58
2022-04-26 20:41:22,12,115.8186631,-65
2022-04-26 20:41:22,19002,159.1413852,-99
2022-04-26 20:41:23,19002,31.48560776,-84
2022-04-26 20:41:23,13,277.9791399,-71
2022-04-26 20:41:23,19004,69.13968327,-91
2022-04-26 20:41:23,19005,39.64444522,-86
2022-04-26 20:41:24,19004,31.48560776,-84
2022-04-26 20:41:24,11,85.01840418,-63
2022-04-26 20:41:24,12,85.01840418,-63
2022-04-26 20:41:24,14,1478.076414,-84
2022-04-26 20:41:25,11,85.01840418,-63
2022-04-26 20:41:25,19002,44.40913628,-87
2022-04-26 20:41:26,13,277.9791399,-71
2022-04-26 20:41:26,19005,85.69903308,-93
2022-04-26 20:41:27,19005,39.64444522,-86
2022-04-26 20:41:27,11,72.58934229,-62
2022-04-26 20:41:27,13,479.1073624,-75
2022-04-26 20:41:27,12,134.7243948,-66
2022-04-26 20:41:27,14,1662.669848,-85
2022-04-26 20:41:29,13,909.9450111,-80
2022-04-26 20:41:29,11,44.5346694,-59
2022-04-26 20:41:29,12,99.34391784,-64
2022-04-26 20:41:30,19002,175.8165151,-100
2022-04-26 20:41:31,13,1662.669848,-85
2022-04-26 20:41:31,11,44.5346694,-59
2022-04-26 20:41:32,13,802.984996,-79
2022-04-26 20:41:32,11,85.01840418,-63
2022-04-26 20:41:32,12,115.8186631,-65
2022-04-26 20:41:33,12,99.34391784,-64
2022-04-26 20:41:33,19002,35.35052989,-85
2022-04-26 20:41:33,13,277.9791399,-71
2022-04-26 20:41:33,19001,159.1413852,-99
2022-04-26 20:41:33,14,1867.752525,-86
2022-04-26 20:41:34,13,241.4693982,-70
2022-04-26 20:41:34,11,277.9791399,-71
2022-04-26 20:41:34,19005,44.40913628,-87
2022-04-26 20:41:34,12,99.34391784,-64
2022-04-26 20:41:36,13,479.1073624,-75
2022-04-26 20:41:36,11,72.58934229,-62
2022-04-26 20:41:36,12,85.01840418,-63
2022-04-26 20:41:36,19003,159.1413852,-99
2022-04-26 20:41:38,13,479.1073624,-75
2022-04-26 20:41:38,11,134.7243948,-66
2022-04-26 20:41:38,12,115.8186631,-65
2022-04-26 20:41:38,14,1867.752525,-86
2022-04-26 20:41:40,13,419.2895897,-74
2022-04-26 20:41:40,11,37.65650266,-58
2022-04-26 20:41:40,12,134.7243948,-66
2022-04-26 20:41:42,13,1662.669848,-85
2022-04-26 20:41:42,11,44.5346694,-59
2022-04-26 20:41:42,12,134.7243948,-66
2022-04-26 20:41:55,14,802.984996,-79
2022-04-26 20:41:58,12,277.9791399,-71
2022-04-26 20:42:12,14,1029.561411,-81
2022-04-26 20:42:13,11,181.1177218,-68
2022-04-26 20:42:13,19001,194.0523608,-101
2022-04-26 20:42:14,12,181.1177218,-68
2022-04-26 20:42:15,14,622.3199556,-77
2022-04-26 20:42:16,13,479.1073624,-75
2022-04-26 20:42:16,11,44.5346694,-59
2022-04-26 20:42:17,11,52.53898767,-60
2022-04-26 20:42:18,19005,44.40913628,-87
2022-04-26 20:42:19,19004,77.01707652,-92
2022-04-26 20:42:19,11,85.01840418,-63
2022-04-26 20:42:19,14,1662.669848,-85
2022-04-26 20:42:20,11,115.8186631,-65
2022-04-26 20:42:21,14,1312.133233,-83
2022-04-26 20:42:22,13,419.2895897,-74
2022-04-26 20:42:22,11,134.7243948,-66
2022-04-26 20:42:22,12,115.8186631,-65
2022-04-26 20:42:23,12,134.7243948,-66
2022-04-26 20:42:23,14,1163.147271,-82
2022-04-26 20:42:24,14,1662.669848,-85
2022-04-26 20:42:25,13,802.984996,-79
2022-04-26 20:42:25,11,61.83033782,-61
2022-04-26 20:42:25,12,277.9791399,-71
2022-04-26 20:42:26,14,802.984996,-79
2022-04-26 20:42:27,19004,130.002185,-97
2022-04-26 20:42:27,11,26.72270083,-56
2022-04-26 20:42:27,12,115.8186631,-65
2022-04-26 20:42:28,11,31.76147205,-57
2022-04-26 20:42:29,12,156.3746411,-67
2022-04-26 20:42:29,14,1312.133233,-83
2022-04-26 20:42:30,13,546.5037808,-76
2022-04-26 20:42:30,14,1662.669848,-85
2022-04-26 20:42:31,11,31.76147205,-57
2022-04-26 20:42:31,12,99.34391784,-64
2022-04-26 20:42:31,13,1029.561411,-81
2022-04-26 20:42:31,19005,35.35052989,-85
2022-04-26 20:42:31,12,85.01840418,-63
2022-04-26 20:42:32,13,319.3918229,-72
2022-04-26 20:42:32,19002,31.48560776,-84
2022-04-26 20:42:33,19004,55.53579998,-89
2022-04-26 20:42:33,19002,44.40913628,-87
2022-04-26 20:42:33,19004,130.002185,-97
2022-04-26 20:42:33,11,72.58934229,-62
2022-04-26 20:42:33,19005,49.68990043,-88
2022-04-26 20:42:33,19003,22.09483195,-81
2022-04-26 20:42:33,12,85.01840418,-63
2022-04-26 20:42:33,19001,39.64444522,-86
2022-04-26 20:42:34,11,209.3400025,-69
2022-04-26 20:42:35,13,319.3918229,-72
2022-04-26 20:42:35,12,99.34391784,-64
2022-04-26 20:42:35,19002,31.48560776,-84
2022-04-26 20:42:36,19003,35.35052989,-85
2022-04-26 20:42:36,13,622.3199556,-77
2022-04-26 20:42:36,11,85.01840418,-63
2022-04-26 20:42:36,19003,39.64444522,-86
2022-04-26 20:42:37,11,181.1177218,-68
2022-04-26 20:42:37,19003,35.35052989,-85
2022-04-26 20:42:37,12,1029.561411,-81
2022-04-26 20:42:38,13,1867.752525,-86
2022-04-26 20:42:38,11,99.34391784,-64
2022-04-26 20:42:39,11,99.34391784,-64
2022-04-26 20:42:39,12,181.1177218,-68
2022-04-26 20:42:40,13,1312.133233,-83
2022-04-26 20:42:40,12,241.4693982,-70
2022-04-26 20:42:40,14,802.984996,-79
2022-04-26 20:42:41,13,1662.669848,-85
2022-04-26 20:42:41,12,156.3746411,-67
2022-04-26 20:42:42,11,31.76147205,-57
2022-04-26 20:42:43,13,1867.752525,-86
2022-04-26 20:42:43,12,156.3746411,-67
2022-04-26 20:42:43,14,1163.147271,-82
2022-04-26 20:42:43,13,1662.669848,-85
2022-04-26 20:42:43,19002,44.40913628,-87
2022-04-26 20:42:44,12,61.83033782,-61
2022-04-26 20:42:45,19004,39.64444522,-86
2022-04-26 20:42:45,13,277.9791399,-71
2022-04-26 20:42:45,19004,44.40913628,-87
2022-04-26 20:42:45,11,61.83033782,-61
2022-04-26 20:42:45,12,156.3746411,-67
2022-04-26 20:42:45,19002,85.69903308,-93
2022-04-26 20:42:46,13,277.9791399,-71
2022-04-26 20:42:46,19005,95.25772824,-94
2022-04-26 20:42:46,14,3276.481368,-91
2022-04-26 20:42:47,12,209.3400025,-69
2022-04-26 20:42:47,19002,85.69903308,-93
2022-04-26 20:42:48,19004,77.01707652,-92
2022-04-26 20:42:48,19005,95.25772824,-94
2022-04-26 20:42:48,14,2095.32003,-87
2022-04-26 20:42:49,13,909.9450111,-80
2022-04-26 20:42:49,11,181.1177218,-68
2022-04-26 20:42:49,14,1867.752525,-86
2022-04-26 20:42:50,11,209.3400025,-69
2022-04-26 20:42:51,12,156.3746411,-67
2022-04-26 20:42:51,14,1662.669848,-85
2022-04-26 20:42:52,13,546.5037808,-76
2022-04-26 20:42:52,14,1662.669848,-85
2022-04-26 20:42:53,11,44.5346694,-59
2022-04-26 20:42:54,12,156.3746411,-67
2022-04-26 20:42:54,19002,143.9071696,-98
2022-04-26 20:42:54,13,909.9450111,-80
2022-04-26 20:42:54,14,1867.752525,-86
2022-04-26 20:42:56,14,6183.3493,-97
2022-04-26 20:42:57,19004,35.35052989,-85
2022-04-26 20:42:57,12,61.83033782,-61
2022-04-26 20:42:58,13,419.2895897,-74
2022-04-26 20:42:58,11,72.58934229,-62
2022-04-26 20:42:58,19005,44.40913628,-87
2022-04-26 20:42:58,12,156.3746411,-67
2022-04-26 20:42:58,19001,105.7709347,-95
2022-04-26 20:42:58,19005,35.35052989,-85
2022-04-26 20:42:58,19002,49.68990043,-88
2022-04-26 20:42:59,19004,35.35052989,-85
2022-04-26 20:42:59,19002,85.69903308,-93
2022-04-26 20:43:00,19004,35.35052989,-85
2022-04-26 20:43:00,11,72.58934229,-62
2022-04-26 20:43:00,19005,39.64444522,-86
2022-04-26 20:43:00,12,99.34391784,-64
2022-04-26 20:43:00,19002,44.40913628,-87
2022-04-26 20:43:00,13,1312.133233,-83
2022-04-26 20:43:00,11,181.1177218,-68
2022-04-26 20:43:00,14,1163.147271,-82
2022-04-26 20:43:02,12,479.1073624,-75
2022-04-26 20:43:02,14,1029.561411,-81
2022-04-26 20:43:03,13,622.3199556,-77
2022-04-26 20:43:03,11,85.01840418,-63
2022-04-26 20:43:03,12,181.1177218,-68
2022-04-26 20:43:03,14,1312.133233,-83
2022-04-26 20:43:05,19003,159.1413852,-99
2022-04-26 20:43:05,19002,175.8165151,-100
2022-04-26 20:43:06,13,1662.669848,-85
2022-04-26 20:43:06,11,31.76147205,-57
2022-04-26 20:43:06,14,1662.669848,-85
2022-04-26 20:43:07,13,909.9450111,-80
2022-04-26 20:43:07,14,2935.477827,-90
2022-04-26 20:43:08,14,1478.076414,-84
2022-04-26 20:43:09,13,209.3400025,-69
2022-04-26 20:43:09,11,61.83033782,-61
2022-04-26 20:43:09,19005,44.40913628,-87
2022-04-26 20:43:09,12,61.83033782,-61
2022-04-26 20:43:09,19002,39.64444522,-86
2022-04-26 20:43:09,19004,69.13968327,-91
2022-04-26 20:43:09,11,72.58934229,-62
2022-04-26 20:43:09,19005,85.69903308,-93
2022-04-26 20:43:49,11,31.76147205,-57
2022-04-26 20:43:50,13,1867.752525,-86
2022-04-26 20:43:51,14,1029.561411,-81
2022-04-26 20:43:52,13,1029.561411,-81
2022-04-26 20:43:52,11,26.72270083,-56
2022-04-26 20:43:52,12,134.7243948,-66
2022-04-26 20:43:53,11,85.01840418,-63
2022-04-26 20:43:54,12,85.01840418,-63
2022-04-26 20:43:54,14,1029.561411,-81
2022-04-26 20:43:55,19005,130.002185,-97
2022-04-26 20:43:55,11,52.53898767,-60
2022-04-26 20:43:55,12,99.34391784,-64
2022-04-26 20:43:56,14,802.984996,-79
2022-04-26 20:43:57,13,209.3400025,-69
2022-04-26 20:43:57,12,72.58934229,-62
2022-04-26 20:43:57,14,1029.561411,-81
2022-04-26 20:43:58,11,37.65650266,-58
2022-04-26 20:43:58,12,277.9791399,-71
2022-04-26 20:43:58,19002,159.1413852,-99
2022-04-26 20:43:59,13,622.3199556,-77
2022-04-26 20:44:00,11,26.72270083,-56
2022-04-26 20:44:00,12,156.3746411,-67
2022-04-26 20:44:01,11,22.42786574,-55
2022-04-26 20:44:01,12,134.7243948,-66
2022-04-26 20:44:02,14,419.2895897,-74
2022-04-26 20:44:03,13,1312.133233,-83
2022-04-26 20:44:03,12,61.83033782,-61
2022-04-26 20:44:03,14,479.1073624,-75
2022-04-26 20:44:04,11,115.8186631,-65
2022-04-26 20:44:05,13,546.5037808,-76
2022-04-26 20:44:05,19001,44.40913628,-87
2022-04-26 20:44:06,13,209.3400025,-69
2022-04-26 20:44:06,11,26.72270083,-56
2022-04-26 20:44:06,14,622.3199556,-77
2022-04-26 20:44:07,11,85.01840418,-63
2022-04-26 20:44:08,12,319.3918229,-72
2022-04-26 20:44:08,14,909.9450111,-80
2022-04-26 20:44:09,13,546.5037808,-76
2022-04-26 20:44:09,12,99.34391784,-64
2022-04-26 20:44:09,14,909.9450111,-80
2022-04-26 20:44:11,11,85.01840418,-63
2022-04-26 20:44:11,12,134.7243948,-66
2022-04-26 20:44:13,12,277.9791399,-71
2022-04-26 20:44:13,19003,194.0523608,-101
2022-04-26 20:44:13,14,1478.076414,-84
2022-04-26 20:44:14,11,37.65650266,-58
2022-04-26 20:44:15,13,1662.669848,-85
2022-04-26 20:44:15,12,72.58934229,-62
2022-04-26 20:44:15,14,1029.561411,-81
2022-04-26 20:44:16,12,99.34391784,-64
2022-04-26 20:44:16,14,622.3199556,-77
2022-04-26 20:44:17,11,22.42786574,-55
2022-04-26 20:44:17,19003,117.3223902,-96
2022-04-26 20:44:18,11,31.76147205,-57
2022-04-26 20:44:18,12,115.8186631,-65
2022-04-26 20:44:18,14,1662.669848,-85
2022-04-26 20:44:19,13,241.4693982,-70
2022-04-26 20:44:19,19004,35.35052989,-85
2022-04-26 20:44:19,12,61.83033782,-61
2022-04-26 20:44:19,19002,31.48560776,-84
2022-04-26 20:44:20,19004,44.40913628,-87
2022-04-26 20:44:21,13,277.9791399,-71
